1,F,1,10,48067
51,F,1,10,10562
75,F,1,10,01748
86,F,1,10,54467
99,F,1,10,19390
119,F,1,10,77515
194,F,1,10,29146
210,F,1,10,25801
468,F,1,10,55082
470,F,1,10,55068
484,F,1,10,55104
606,F,1,10,49507
629,F,1,10,48154
634,F,1,10,49512
888,F,1,10,08820
1045,F,1,10,77477
1088,F,1,10,98103
1154,F,1,10,53545
1195,F,1,10,13907
1348,F,1,10,04240
1365,F,1,10,61665
1421,F,1,10,53704
1434,F,1,10,495321
1508,F,1,10,94539
1563,F,1,10,87123
1568,F,1,10,94086
1929,F,1,10,91107
2133,F,1,10,01607
2137,F,1,10,00681
2155,F,1,10,50246
2162,F,1,10,35810
2202,F,1,10,11743
2285,F,1,10,13090
2346,F,1,10,48105
2418,F,1,10,06074
2657,F,1,10,47403
2810,F,1,10,64093
2858,F,1,10,72601
3382,F,1,10,55305
3604,F,1,10,02879
3667,F,1,10,10706
3843,F,1,10,32043
3865,F,1,10,95864
4086,F,1,10,55391
4158,F,1,10,90039
4493,F,1,10,10025
4549,F,1,10,99016
4572,F,1,10,17036
4575,F,1,10,03608
4606,F,1,10,90291
4690,F,1,10,79605
4883,F,1,10,02906
5063,F,1,10,22801
5114,F,1,10,22932
5247,F,1,10,01915
5302,F,1,10,02332
5459,F,1,10,99016
5514,F,1,10,76501
5524,F,1,10,26505
5525,F,1,10,55311
5756,F,1,10,98110
5844,F,1,10,02131
5989,F,1,10,74114
